1049	Jack-o-Lantern	Barricade	Rare	1	1	Halloween torch to provide a little bit of light.	7ed43ff2e65440c6992a556b61e6ed63
1050	Safezone Radiator	Barricade	Legendary	2	2	Electricity powered item/zombie spawn blocker.	1f8856edf5964774aa2457b37e45603b
1051	$5 Note	Supply	Common	1	1	Five dollars of currency.	7f95ba19bd344803889bbabb76f633ae
1052	$10 Note	Supply	Common	1	1	Ten dollars of currency.	b6b87dfad5f342dc91bbb2de950f56ee
1053	$20 Note	Supply	Common	1	1	Twenty dollars of currency.	3b9847bb328d445495b64be9e5ea9400
1054	$50 Note	Supply	Common	1	1	Fifty dollars of currency.	b7241ce2ae664ab5b4d6b6daa113b8b7
1055	$100 Note	Supply	Common	1	1	One hundred dollars of currency.	d7f3d6e4c05f4ec9abd9c0f87f9f0788
1056	Loonie	Supply	Common	1	1	One dollar of currency.	a89067f6a8694f02b2fd04989561b30c
1057	Toonie	Supply	Common	1	1	Two dollars of currency.	1c7d632c79f4454fb1fba211cb5ab49b
1058	Large Maple Plate	Barricade	Uncommon	2	2	Maple plate. Beware of termites.	f6b894e4800c4f4dab74317d59223721
1059	Small Maple Plate	Barricade	Uncommon	1	1	Maple plate. Beware of termites.	83c11e40e8944d41bc00e484f1114c59
1060	Large Maple Frame	Barricade	Uncommon	2	2	Maple frame. Beware of termites.	38b2cc2782fc498183e8815a249d709c
1061	Small Maple Frame	Barricade	Uncommon	1	1	Maple frame. Beware of termites.	40332ca9b2314eb0aa8e917221917fb7
1062	Maple Siding	Barricade	Uncommon	1	1	Maple siding. Beware of termites.	fa10a6f6cb914f8980dfd808d58755e3
1063	Maple Pipe	Barricade	Uncommon	1	2	Maple pipe. Beware of termites.	323752b7e32b47388016bcf16f81cfb5
1064	Large Birch Plate	Barricade	Common	2	2	Birch plate. Beware of termites.	f949f798ae334e649c563fe205adce13
1065	Small Birch Plate	Barricade	Common	1	1	Birch plate. Beware of termites.	50e69b086da94f6aa8dd26ed5d092f65
1066	Large Birch Frame	Barricade	Common	2	2	Birch frame. Beware of termites.	4fc0a291e3cb4ffdbbf9669b7733f67d
1067	Small Birch Frame	Barricade	Common	1	1	Birch frame. Beware of termites.	d0cc43553ac7438b9949e516078ae7fe
1068	Birch Siding	Barricade	Common	1	1	Birch siding. Beware of termites.	6f2735b9483b455c83aa893ec049ca91
1069	Birch Pipe	Barricade	Common	1	2	Birch pipe. Beware of termites.	a62e03f3ae01467fa2c3bdadb163f85f
1070	Large Pine Plate	Barricade	Rare	2	2	Pine plate. Beware of termites.	e70ea1b01f0d465a9634291df14e7649
1071	Small Pine Plate	Barricade	Rare	1	1	Pine plate. Beware of termites.	a8c7f87176d547d8ba34167836f16054
1072	Large Pine Frame	Barricade	Rare	2	2	Pine frame. Beware of termites.	22b50b3e3bfb45bc9fe26802873a25da
1073	Small Pine Frame	Barricade	Rare	1	1	Pine frame. Beware of termites.	a03bb3f607b948678c6b6f3142da86b1
1074	Pine Siding	Barricade	Rare	1	1	Pine siding. Beware of termites.	270ce934caf94332aed1dcb68cdea6c9
1075	Pine Pipe	Barricade	Rare	1	2	Pine pipe. Beware of termites.	5046df3b12024c30a770146006caaa35
1076	Jazzberry Pie	Food	Epic	2	2	Baked to perfection.	dfcac53c8de64b009730b3f4906d17e7
1077	Rainberry Pie	Food	Epic	2	2	Baked to perfection.	e83f749e0048469db3d5731009e40dda
1078	Viriberry Pie	Food	Epic	2	2	Baked to perfection.	66a9e85d66044eb2a1f08b47000bfba1
1079	Ameberry Pie	Food	Epic	2	2	Baked to perfection.	a7ac6b66cfb04423a28d9c39de8499d3
1080	Gloomberry Pie	Food	Epic	2	2	Baked to perfection.	b71e74a5d4b74522b277c44c7a9a8dc2
1081	Mayberry Pie	Food	Epic	2	2	Baked to perfection.	a52e2dc882614357a5296bfc6ddf5bc6
1082	Crimberry Pie	Food	Epic	2	2	Baked to perfection.	507e938b9bdc48ec82cdbc94736de7ac
1083	Maple Doorframe	Barricade	Uncommon	2	1	Maple doorframe. Beware of termites.	77c93d6f2efa47c7a2d401453464b7c5
1084	Maple Garageframe	Barricade	Uncommon	2	1	Maple garageframe. Beware of termites.	e495ecdf442e475ba65b3779d6b38a7c
1085	Birch Doorframe	Barricade	Common	2	1	Birch doorframe. Beware of termites.	6576f99daa8e4d629a09f3787050deab
1086	Birch Garageframe	Barricade	Common	2	1	Birch garageframe. Beware of termites.	67d48fa9a5c2408fa00043b1db0ff3ab
1087	Pine Doorframe	Barricade	Rare	2	1	Pine doorframe. Beware of termites.	df9be6c70bae459db8d00ca7a2c5ad5a
1088	Pine Garageframe	Barricade	Rare	2	1	Pine garageframe. Beware of termites.	a193dcb2621b44da8c0b5199105aeb91
1089	Metal Doorframe	Barricade	Epic	2	1	Metal doorframe. Beware of robotic termites.	db560a92c67c44f488acb3ce2db10f8f
1090	Metal Garageframe	Barricade	Epic	2	1	Metal garageframe. Beware of robotic termites.	239f32267ca444eea4833b0345274509
1091	Large Metal Plate	Barricade	Epic	2	2	Metal plate. Beware of robotic termites.	d9299b3aead64101aab30c7665ad1b6a
1092	Small Metal Plate	Barricade	Epic	1	1	Metal plate. Beware of robotic termites.	35e5ad20a45443e99553593a4b166c7b
1093	Metal Siding	Barricade	Epic	1	1	Metal siding. Beware of robotic termites.	a9049ac8d18e42f7b4db0ddcd580516e
1094	Metal Pipe	Barricade	Epic	1	2	Metal pipe. Beware of robotic termites.	4aaec8684ea24c54ad7e6d371f06b897
1095	Maple Sign	Barricade	Uncommon	2	2	Maple sign coupled with colorful markers.	1e643691294b4f0bbf461f5e4fcfc261
1096	Birch Sign	Barricade	Common	2	2	Birch sign coupled with colorful markers.	ea3b8cfa98e2414db949026b12f10139
1097	Pine Sign	Barricade	Rare	2	2	Pine sign coupled with colorful markers.	cd6e2ec876a04546930dc357a7177268
1098	Metal Sign	Barricade	Epic	2	2	Metal sign coupled with colorful markers.	644b617a197a4381be21230935b5d279
1099	4 Seater Makeshift Vehicle	Barricade	Rare	4	2	Empty frame ready to be built upon.	b461b85c01294e8ab4619b3b06313499
1100	Sticky Grenade	Throwable	Epic	1	1	Military grade throwable sticky explosive.	57d8bb26e4d8424bb5679651c9582cca
1101	Landmine	Trap	Epic	1	1	Explosive trap.	bce3892b5a9f4bab96257fd991ffcb28
1102	Claymore	Trap	Epic	1	1	Explosive trap.	251cb1cc223c4f5ea3ff0deeb192a9bb
1103	Black Umbrella	Cloud	Uncommon	2	2	Drift softly down from the heavens.	a59c6b1b816f4b668cb2f9a075208fe3
1104	Jazzberry Seed	Farm	Common	1	1	Ready for planting and eating.	e7aaae16bf904786bf4c050a3576f1dd
1105	Rainberry Seed	Farm	Common	1	1	Ready for planting and eating.	ad5693d9169f4188a59135f10131d995
1106	Viriberry Seed	Farm	Common	1	1	Ready for planting and eating.	4c612a12cbd64226b6408681fda329f4
1107	Ameberry Seed	Farm	Common	1	1	Ready for planting and eating.	b31e1cb715ed45a5acb6416a84294023
1108	Gloomberry Seed	Farm	Common	1	1	Ready for planting and eating.	ecd403dc06ea4e5bbf3d3416c9bba045
1109	Mayberry Seed	Farm	Common	1	1	Ready for planting and eating.	9f73863de18643f8ac15e393cb6bd935
1110	Crimberry Seed	Farm	Common	1	1	Ready for planting and eating.	6582d36942ac40b88f0081fea872d2d2
1111	6 Seater Makeshift Vehicle	Barricade	Epic	5	2	Empty frame ready to be built upon.	93726a585cda40a0ae4cc1f42f481caf
1112	1 Seater Makeshift Vehicle	Barricade	Uncommon	3	2	Empty frame ready to be built upon.	49e23cd99a1c4100bd0b78d9211ea3c0
1113	Snare	Trap	Rare	2	1	Spikey trap.	fa9b283859034fdbbd71078bb5a0d375
1114	Maple Jerrycan	Fuel	Common	2	2	Sizeable jerrycan of gasoline.	7d11aa2b07e641cb8362e207327937ec
1115	Birch Jerrycan	Fuel	Common	2	2	Sizeable jerrycan of gasoline.	0078ced43dc1454b98c4d0246a4c18ab
1116	Pine Jerrycan	Fuel	Common	2	2	Sizeable jerrycan of gasoline.	52e635dbf3b641069759247cdf8336ad
1117	Pork	Food	Common	2	2	Extra greasy!	d068c0e01f414c36bbb2e47a9d27ace2
1118	Bacon	Food	Common	2	2	Extra greasy!	226d8b31dc5f46198ba1f6ef7f0a08cd
1119	Barbed Wire Fence	Trap	Epic	2	1	Spiky trap.	97b6fb7f9cfa4837a0a49c4efc7d8e8f
1120	Raw Beef	Food	Common	2	2	Lean and juicy.	664f879364a84f54ba6ca8023d97a389
1121	Cooked Beef	Food	Common	2	2	Lean and juicy.	8592e8b68b334972b4a8b7acb8db7da1
1122	Blue Umbrella	Cloud	Uncommon	2	2	Drift softly down from the heavens.	19bc2accea384f40b7226ac925f393ab
1123	Green Umbrella	Cloud	Uncommon	2	2	Drift softly down from the heavens.	1dc0e052581a4f52a2ecbd486620d930
1124	Orange Umbrella	Cloud	Uncommon	2	2	Drift softly down from the heavens.	ef309b701327472ab6f0e8027d30ef1f
1125	Purple Umbrella	Cloud	Uncommon	2	2	Drift softly down from the heavens.	e7e57754760b4dcb9be212d8c9ed9280
1126	Red Umbrella	Cloud	Uncommon	2	2	Drift softly down from the heavens.	960751d6b6f64cf88b9ff12e3ce67fac
1127	White Umbrella	Cloud	Uncommon	2	2	Drift softly down from the heavens.	7f346e50d65c4adda99d0ff42157b4a5
1128	Yellow Umbrella	Cloud	Uncommon	2	2	Drift softly down from the heavens.	b01b3305b8e144118e3e9e2adb6f7e43
1129	Heatstim	Medical	Uncommon	2	2	Compounds that when combined produce steady warmth.	79271d9bcdd549028fa4b3038b54cb4b
1130	Ornamental Barbed Wire	Trap	Uncommon	2	1	Spiky, well-lit trap.	03511813fd964ea9a176b6c6ed191f56
1131	Ornamental Barbed Wire Fence	Trap	Epic	2	1	Spiky, well-lit trap.	6e996babda8a4e7bb922dfc44b6925cd
1132	Snowball	Throwable	Rare	1	1	Snow grade throwable explosive.	f4fc9636ef8a4b508d87ddb2ebb2b16b
1133	Black Scarf	Vest	Common	2	2	Warm neck protection.	b7bd2e16f47344ef9c5a18893e66f4d4
1134	Blue Scarf	Vest	Common	2	2	Warm neck protection.	67b6c66eb86b4fa88e600c78a7fbdb71
1135	Green Scarf	Vest	Common	2	2	Warm neck protection.	4a31676aced040b69ca59176136c7a51
1136	Orange Scarf	Vest	Common	2	2	Warm neck protection.	b3026e3f3fa24fc5a7c428486f4e10cb
1137	Purple Scarf	Vest	Common	2	2	Warm neck protection.	45d64bc217bc45d592b41bbdebea3735
1138	Red Scarf	Vest	Common	2	2	Warm neck protection.	f821c5e24b8f48d1b7238024f21d685b
1139	White Scarf	Vest	Common	2	2	Warm neck protection.	ff2fdaf9402e48ef85ca5e31a417dcc5
1140	Yellow Scarf	Vest	Common	2	2	Warm neck protection.	829d0260ab9b49899f5bba17c3c355a4
1141	Beret_Crimson	Hat	Common	2	2		f0e2d4d3f00c4513b5d10292c6eb4126
1142	Beret_Gold	Hat	Common	2	2		e1b7c44ea2014e769a50bbd74b0d083a
1143	Sawed-Off	Gun	Uncommon	3	2	American shotgun chambered in 20 Gauge Shells.	7a7dde96b72f489487f665d07073d497
1144	Large Birch Plate	Barricade	Common	2	2	Birch plate. Beware of termites.	e5d5716beec14a58af4bbcb2ead73bd3
1145	Large Birch Plate	Barricade	Common	2	2	Birch plate. Beware of termites.	4d13241e9fbb493ab8318c0073817aa2
1146	Large Maple Plate	Barricade	Uncommon	2	2	Maple plate. Beware of termites.	02e6e878a8fe4df8b4f46b1bbc3e4fa4
1147	Large Maple Plate	Barricade	Uncommon	2	2	Maple plate. Beware of termites.	a856416391584e05a16c17c32a6e77ac
1148	Large Pine Plate	Barricade	Rare	2	2	Pine plate. Beware of termites.	b899422abf1f4991b362d645f56af304
1149	Large Pine Plate	Barricade	Rare	2	2	Pine plate. Beware of termites.	6f87cb5e96814aa983d85a25f6e74801
1150	Small Birch Plate	Barricade	Common	1	1	Birch plate. Beware of termites.	052d38e4e0454caeb74f5a1b1b1ec4ea
1151	Small Birch Plate	Barricade	Common	1	1	Birch plate. Beware of termites.	f403ba69a17d49fab9af0e9cff8453c5
1152	Small Maple Plate	Barricade	Uncommon	1	1	Maple plate. Beware of termites.	6965c846196c470c88caa0c0d23538d3
1153	Small Maple Plate	Barricade	Uncommon	1	1	Maple plate. Beware of termites.	4292d32dac5441368c50e6e3cb1f17d2
1154	Small Pine Plate	Barricade	Rare	1	1	Pine plate. Beware of termites.	20119b006ec64fdd81ea75e4bdc93a57
1155	Small Pine Plate	Barricade	Rare	1	1	Pine plate. Beware of termites.	2a805f4d90f54199ba362cadb92c53de
1156	Thief Top	Shirt	Uncommon	3	2	Thieves guild shirt.	40b1cd5fa5ce47efbc210360beac8b92
1157	Thief Bottom	Pants	Uncommon	2	2	Thieves guild pants.	4df14ace84a34e18810cb3918341db1c
1158	Claim Flag	Barricade	Legendary	2	2	Protect an area from other players building.	cba173169b314a16be5a1ab44f25fcf2
1159	Maple Syrup	Water	Uncommon	1	1	Sap from the maple tree.	0eed91028ee446b6b9840721ac7aa4a2
1160	Pancake	Food	Rare	1	1	Warm batter cake coated in maple syrup.	6707217f22be48fdafcb8b280ed955a2
1161	Waffle	Food	Rare	1	1	Warm dough in a pattern coated with maple syrup.	a23a981142154a3cb8f194755d5888a9
1162	Dough	Food	Common	1	1	Soft baking ingredient.	306effe98c694ead8eab42802d1838b1
1163	Doughnut	Food	Rare	1	1	Warm dough in a torus glazed with maple syrup.	d757bbefc172421b9ab88b95ab3051f1
1164	Pepperoni Pizza	Food	Epic	2	2	Topped with cheese, tomato sauce, and pepperoni.	e81338d92fe4461998f9abd3189eb60a
1165	Nailgun	Gun	Uncommon	2	2	Construction tool chambered in Nailgun ammunition.	2121fcdc5fce4418b29e91e9a65a979b
1166	Nailgun Magazine	Magazine	Uncommon	1	2	Construction grade <color=uncommon>Nailgun</color> magazine. Designed to fit 20 nails.	76c58f226cd74ef5a53a8912bee270d1
1167	Nailgun_Barrel	Barrel	Common	2	1		820fa209f7f1420184cd9e2af3f3b979
1168	Civilian Vest	Vest	Rare	2	2	Bulky, reinforced with steel plates.	774f0063442040d39458d7c78b3fcc1a
1169	Spec Ops Vest	Vest	Legendary	2	2	Bullet proof tactical gear.	e48b5e0d680142b9a757250a62885698
1170	Spec Ops Rucksack	Backpack	Legendary	2	2	Medium sized tactical backpack.	afea627ea4c847609d115ef143154bcd
1171	Spec Ops Top	Shirt	Legendary	3	2	Tactical uniform shirt.	7f43676bcf8b450cadc19794db8344fd
1172	Spec Ops Bottom	Pants	Legendary	2	2	Tactical uniform pants.	10ed57eb6300464da9326f2461fcd581
1173	Makeshift Armor	Vest	Common	2	2	Bullet proof crafted vest.	fa0ce6a84d5147518f6ee2c44e43b1b0
1174	Scythe	Melee	Uncommon	3	2	Gardening tool for trimming grass.	5b0f16188d8442edaae8b0c6e0d86b75
1175	Chart	Map	Uncommon	1	1	Printed map of the surrounding area.	ae907de0d5c14c1086a22c2b95c58a47
1176	GPS	Map	Epic	1	1	Satellite view of the surrounding area.	52bc64a1c32b4b45a0c66e98c25dcbf7
1177	Military Tracer Magazine	Magazine	Epic	1	2	Low caliber military grade tracer magazine. Designed to fit 20 rounds.	70b74c05066a4063a3a89a45c2edbfbe
1178	Diving Tank	Backpack	Rare	1	2	Packed full of oxygen.	ba3baff781ab4970b549b805c4d28bf8
1179	Wetsuit Top	Shirt	Rare	3	2	Protection against the underwater environment.	37964f7bb83d4934838eb20adb0229fc
1180	Wetsuit Bottom	Pants	Rare	2	2	Protection against the underwater environment.	c1badafcdc29470680f35267ef069f0d
1181	Snorkel	Glasses	Rare	2	2	Draws oxygen from the diving tank by wireless network communication.	a8910b5accd8400e8808a275b7080e02
1182	Black Dufflebag	Backpack	Common	2	2	Medium sized synthetic gym bag.	965bf79ebd17462ca42f55ce8f90e0bd
1183	Blue Dufflebag	Backpack	Common	2	2	Medium sized synthetic gym bag.	f97b6b3b6f77476cb5a809909cc0107c
1184	Green Dufflebag	Backpack	Common	2	2	Medium sized synthetic gym bag.	101d5f74fa444a0d8373d6b3f7fb7cdb
1185	Orange Dufflebag	Backpack	Common	2	2	Medium sized synthetic gym bag.	f64a9beaf39c4bcfab50cdb57122fb62
1186	Purple Dufflebag	Backpack	Common	2	2	Medium sized synthetic gym bag.	34896bbf40564e8e8e0021d8e3ec0a2d
1187	Red Dufflebag	Backpack	Common	2	2	Medium sized synthetic gym bag.	09314136075e44f29676bdcdb1b32a3d
1188	White Dufflebag	Backpack	Common	2	2	Medium sized synthetic gym bag.	ebad30019a5e4bb790e6e7a7e28f0262
1189	Yellow Dufflebag	Backpack	Common	2	2	Medium sized synthetic gym bag.	4e9ab7cf0ab5446db0c470dc7485cc0b
1190	Ranger Muzzle	Barrel	Rare	1	1	Ranger grade muzzle. Hides muzzle flash, tracers and reduces recoil.	14aaa30ea7d840d084ed6af14c9edad7
1191	Ranger Barrel	Barrel	Rare	2	1	Ranger grade barrel. Increases accuracy.	f9d10f4c090a473dba7e556e6b450184
1192	High Caliber Military Ammunition Crate	Supply	Epic	2	2	High caliber military grade ammunition crate. Designed to fit 20 rounds.	d20d112bc75a4691962f09cd549439b0
1193	High Caliber Ranger Ammunition Box	Supply	Epic	2	2	High caliber ranger grade ammunition box. Designed to fit 20 rounds.	b5c9e7c3e3a94807b18aa86f47d8651c
1194	Horde Beacon	Beacon	Legendary	2	2	Emits signals that draw in a zombie horde.	632632fea2f94952938100c6cb62c544
1195	Handcuffs	Arrest_Start	Uncommon	1	1	Lock up a surrendering prisoner.	a02639d65d79438281af15f22b7632f9
1196	Handcuffs Key	Arrest_End	Uncommon	1	1	Unlock a handcuffed prisoner.	cb4352c6fcb044c2b58e6edfa5644904
1197	Cable Tie	Arrest_Start	Common	1	1	Lock up a surrendering prisoner.	9d5d6f62c95f4aa6af2d89711064cd3c
1198	Pickaxe	Melee	Common	2	3	Simple mining axe.	65093f6fcdd24c67a4f4dd43c0d6fd9e
1199	Headlamp	Glasses	Uncommon	2	1	Head mounted flashlight.	fb9c1de78e714610b037fa7539549008
1200	Military Fragmentation Magazine	Magazine	Legendary	1	2	Low caliber military grade fragmentation magazine. Designed to fit 20 rounds.	6eebf3aa56724b009fd4e3401838328e
1201	Military Nightvision Scope	Sight	Legendary	2	1	Rail mounted 6x zoom nightvision scope.	b8abc7c292144e8eaaf744815c3108ae
1202	Maple Rifle Rack	Storage	Uncommon	2	1	Maple rack for storing rifles.	ed1e4416d23449068bdf173881d149f2
1203	Birch Rifle Rack	Storage	Common	2	1	Birch rack for storing rifles.	b539b3c10881472a966fda01543f798d
1204	Pine Rifle Rack	Storage	Rare	2	1	Pine rack for storing rifles.	f72d3be23d91499ba551420791d2f56a
1205	Maple Trophy Case	Storage	Uncommon	2	2	Maple case for storing trophies.	f40d92ec0f544c33acfa8276798db9f9
1206	Birch Trophy Case	Storage	Common	2	2	Birch case for storing trophies.	59a518cadba549308f4cfa2d3da5faef
1207	Pine Trophy Case	Storage	Rare	2	2	Pine case for storing trophies.	c3411bd756be445b9de796ce384cf1d7
1208	Rain Barrel	Barricade	Uncommon	2	2	Collects rain water which can be retrieved with a canteen.	c8c459e27d724d02a00bca4f4a7a6971
1209	Explosive Arrow	Magazine	Epic	2	1	Explodes on impact.	c4ddc94171524da294cd5c4daea98ddd
1210	Brick Doorway	Structure	Epic	2	1	Zombies can huff and puff, but they aren't getting in.	0d6a60af523844a9b5d39a1a8f93bf63
1211	Brick Garage	Structure	Epic	2	1	Zombies can huff and puff, but they aren't getting in.	cb9eee3ef71a4abd955dbc721c3a8022
1212	Brick Pillar	Structure	Epic	1	2	Zombies can huff and puff, but they aren't getting in.	69719b90b1144577abf85bd24129164b
1213	Brick Post	Structure	Epic	1	2	Zombies can huff and puff, but they aren't getting in.	da597788e5cf48cc8a7cb28ad9d46475
1214	Brick Rampart	Structure	Epic	2	1	Zombies can huff and puff, but they aren't getting in.	238b79cd6a9047cb832f58dd294009ae
1215	Brick Wall	Structure	Epic	2	1	Zombies can huff and puff, but they aren't getting in.	75574d0812d34897a7153421c24c0496
1216	Brick Window	Structure	Epic	2	1	Zombies can huff and puff, but they aren't getting in.	a5c26ffe91cd40a6af592e226fce4063
1217	Brick Doorframe	Barricade	Rare	2	1	The zombies can huff and puff, but they aren't getting in.	5cca1331343f446a86b09705cf987f77
1218	Brick Garageframe	Barricade	Rare	2	1	The zombies can huff and puff, but they aren't getting in.	71075c3c29884a478a8d1abb73c0e130
1219	Pump Jack	Oil_Pump	Rare	3	3	Drills for oil which can be retrieved with a gas can.	eeffac0063804866b38c8eb6436ace10
1220	Metal Rifle Rack	Storage	Epic	2	1	Metal rack for storing rifles.	4eb615311edb4ef98ee95d8c70ba3c25
1221	Metal Trophy Case	Storage	Epic	2	2	Metal case for storing trophies.	d8d471399d36471794257a686fed7400
1222	Cagelight	Barricade	Rare	1	1	Electricity powered large area light.	9908a43237364f22a62242cd1fb14fc9
1223	Maple Shutter	Barricade	Uncommon	1	2	Maple shutter ideal for keeping out unwanted visitors.	d03f1e69bec4496db920feb461d2c941
1224	Birch Shutter	Barricade	Common	1	2	Birch shutter ideal for keeping out unwanted visitors.	cf2ba549eb0d4e06a88e578bbfe4802c
1225	Pine Shutter	Barricade	Rare	1	2	Pine shutter ideal for keeping out unwanted visitors.	87d990da55864df6af8340d30d372a0c
1226	Metal Shutter	Barricade	Epic	1	2	Metal shutter ideal for keeping out unwanted visitors.	89a2f3ba54e44a75949223e16c393e6d
1227	Tanktrap	Barricade	Rare	1	1	Difficult for traffic to get around.	ba3d3b4781144a93a7cf061ccda3d7c7
1228	Water Tank	Tank	Epic	3	3	Safely stores water.	8bd5f403d2b14f3ab77f7ccfce0ee9a2
1229	Fuel Tank	Tank	Epic	3	3	Safely stores gas.	f767d92f00cc4938981431eeb9286312
1230	Industrial Generator	Generator	Epic	3	3	Electricity generator covering a large radius powered by fuel.	dc56734a150849e785975751364d41de
1231	Maple Flag	Barricade	Uncommon	2	2	Maple flag coupled with colorful markers.	228b2c5f74124eb2a9757d5b06c65f52
1232	Birch Flag	Barricade	Common	2	2	Birch flag coupled with colorful markers.	2ec6f5c75cbb44dc823bfaa8b18eefa3
1233	Pine Flag	Barricade	Rare	2	2	Pine flag coupled with colorful markers.	870a1bdb38a644ef94b3606650550e9e
1234	Metal Flag	Barricade	Epic	2	2	Metal flag coupled with colorful markers.	f5cffee6e8434b3f8ece5c80b64ab8d2
1235	Maple Doubledoor	Barricade	Uncommon	1	2	Maple doubledoor ideal for keeping out unwanted visitors.	72772aa0e44c45a6accb37863c686801
1236	Birch Doubledoor	Barricade	Common	1	2	Birch doubledoor ideal for keeping out unwanted visitors.	8ca3ad17aa5e4431b44ef9928e23c014
1237	Pine Doubledoor	Barricade	Rare	1	2	Pine doubledoor ideal for keeping out unwanted visitors.	7f1a0e422b6347c89870a94942a43ea8
1238	Metal Doubledoor	Barricade	Epic	1	2	Metal doubledoor ideal for keeping out unwanted visitors.	d472ed1ca67943a8abdde8cd176099b8
1239	Large Slippery Plate	Barricade	Epic	2	2	Slippery plate. Beware of slippery robotic termites.	4eb2f8a5af6a44b1940bf56ce5b97b26
1240	Detonator	Detonator	Rare	2	2	Tool for detonating explosives remotely.	8d80a12a6f564850ab2478927648dd7a
1241	Demolition Charge	Charge	Epic	1	1	Remotely detonated imprecise explosive.	2e15a98da9e34774b961d636c0e88cc9
1242	Makeshift Grenade	Throwable	Common	1	1	A wicked throwable explosive.	e028fce70a3343c8be7837421318b847
1243	Cot	Barricade	Common	2	1	Warm bed perfect for a home.	7ff64602a47842f284d7a6cb714c2d69
1244	Neutral Sentry	Sentry	Epic	2	2	Covers an area by automatically peppering threats with gunfire.	0c005ae5e4c74575af53ffe2144fad0b
1245	Maple Counter	Storage	Uncommon	2	2	Maple counter cupboard for storing items.	d65173e383a94df2837721fe7e7fc5d3
1246	Birch Counter	Storage	Common	2	2	Birch counter cupboard for storing items.	78d18d4585ed4f55bb5ac69b9a3b5729
1247	Pine Counter	Storage	Rare	2	2	Pine counter cupboard for storing items.	54b5aa09ef0640e7994dce0ddcc60012
1248	Metal Counter	Storage	Rare	2	2	Metal counter cupboard for storing items.	06a78e7fdace45bcab785e1913a4c624
1249	Fridge	Storage	Rare	2	2	Metal counter for food and drinks.	35457ca38d03426091815950e067262b
1250	Electric Stove	Barricade	Rare	2	2	Powered heat source for baking food.	d673b381629a45d9b0c5889f505374be
1251	Maple Counter Sink	Storage	Uncommon	2	2	Maple counter sink for storing items.	1443a16308434d8d9c3f573637dcb904
1252	Birch Counter Sink	Storage	Common	2	2	Birch counter sink for storing items.	d3dd98a5b4544bf39fc93dd98010e83c
1253	Pine Counter Sink	Storage	Rare	2	2	Pine counter sink for storing items.	568d18a4c3a148bdb79a0a366aed6e67
1254	Metal Counter Sink	Storage	Rare	2	2	Metal counter sink for storing items.	a78fe93078354e9eb9ec0d3342631b49
1255	Lamp	Barricade	Rare	2	2	Electricity powered wide angle light.	2f48d614b5424e90adcbbde333abc7d6
1256	Couch	Barricade	Common	2	1	Comfy spot to hangout and unwind.	37dcda8892bc43f29c2538f8e26c3a90
1257	Maple Library	Library	Uncommon	2	2	Learn from the experiences of other survivors.	232cc85fa440423f8266d6c2923535b4
1258	Birch Library	Library	Common	2	2	Learn from the experiences of other survivors.	36b951b6123247b3b0f5a8e33f95ba6f
1259	Pine Library	Library	Rare	2	2	Learn from the experiences of other survivors.	e15fd91a620a40ce922bb601a69bc1b5
1260	Metal Library	Library	Epic	2	2	Learn from the experiences of other survivors.	115e0813c6734779864b6d9c129e8c87
1261	Oxygenator	Barricade	Epic	2	2	Electricity powered oxygen converter.	ea56c734f3614983a5381bbce91ba79a
1262	Triangular Maple Floor	Structure	Uncommon	2	2	Maple triangular floor. Beware of termites.	9ab65fa82f104382859bbd8f9516dc39
1263	Triangular Birch Floor	Structure	Common	2	2	Birch triangular floor. Beware of termites.	372da92bbe9d49fb88e2146d9202ac8b
1264	Triangular Pine Floor	Structure	Rare	2	2	Pine triangular floor. Beware of termites.	ff7e1755f5114fc99f20cd4df88a760b
1265	Triangular Metal Floor	Structure	Epic	2	2	Metal triangular floor. Beware of robotic termites.	e19ae9c345a241a08c9ff545c8c4cecd
1266	Triangular Maple Roof	Structure	Uncommon	2	2	Maple triangular roof. Beware of termites.	3ea67e3ad2ca415f9feb81bbc1508fd2
1267	Triangular Birch Roof	Structure	Common	2	2	Birch triangular roof. Beware of termites.	f39e6df8a5dd41f0af874dc7a6cb89a5
1268	Triangular Pine Roof	Structure	Rare	2	2	Pine triangular roof. Beware of termites.	e56bb0231db34929bcd2a4ba2aa925e3
1269	Triangular Metal Roof	Structure	Epic	2	2	Metal triangular roof. Beware of robotic termites.	8d684713a6da469eb23815d68afacf10
1270	Gasmask	Mask	Rare	2	2	Blocks out dangerous radiation when fitted with a working filter.	d3c14d539f0246a7a203dbd992c4036b
1271	Filter	Filter	Rare	1	1	Filters out radiation when attached to a gasmask.	eab00b33df75416b8ff60c21b48e1111
1272	Blue Flare Sconce	Barricade	Common	1	2	Mounted road flare to provide a little bit of light.	c1884c06179c4179be536b5adf0cf157
1273	Green Flare Sconce	Barricade	Common	1	2	Mounted road flare to provide a little bit of light.	22557b51899e486f8282588e610c28b5
1274	Orange Flare Sconce	Barricade	Common	1	2	Mounted road flare to provide a little bit of light.	5efaebec913842929abbd573e69c9695
1275	Purple Flare Sconce	Barricade	Common	1	2	Mounted road flare to provide a little bit of light.	0c3320145c974b6bb2e50586cd65f36e
1276	Red Flare Sconce	Barricade	Common	1	2	Mounted road flare to provide a little bit of light.	23447124471345789403075483b59169
1277	Yellow Flare Sconce	Barricade	Common	1	2	Mounted road flare to provide a little bit of light.	48303a446214402fa8db745f568151e3
